epoch,train_loss,train_acc,val_loss,val_acc
1,1.724831823843556,0.3803240740740741,1.529924893306691,0.46555555555555556
2,1.399850452738014,0.5187962962962963,1.3538478083581509,0.5348148148148149
3,1.2551178709245996,0.5761111111111111,1.2677935465604249,0.5662962962962963
4,1.1748001979530558,0.6081018518518518,1.2087498621201953,0.5818518518518518
5,1.110679917754283,0.6266666666666667,1.1816148052087956,0.5907407407407408
6,1.0627185294715562,0.6503240740740741,1.14401154510487,0.5951851851851852
7,1.024222920408428,0.6598611111111111,1.1382695123700133,0.6051851851851852
8,0.9935408834661754,0.6721296296296296,1.1028921055747039,0.6222222222222222
9,0.9610925282832423,0.6867129629629629,1.1315059155949032,0.6285185185185185
10,0.9033917431324655,0.7076851851851852,1.0684868791079623,0.6381481481481481
11,0.8736319728037467,0.7199537037037037,1.0388977321974529,0.6448148148148148
12,0.8634122766421807,0.7223611111111111,1.0541417092726972,0.6425925925925926
13,0.8482370082391959,0.7281944444444445,1.0452475051045513,0.6374074074074074
14,0.8354084831308932,0.7335648148148148,1.0308920943020274,0.6425925925925926
15,0.8239003290212011,0.7376851851851852,1.015950548879886,0.6518518518518519
16,0.8074782532796939,0.7426851851851852,1.0370744116355295,0.6448148148148148
17,0.8022763066274794,0.7430092592592593,1.034755405176315,0.6366666666666667
18,0.7928804957179378,0.749537037037037,1.0530529090628902,0.6462962962962963
19,0.7856273715100249,0.7488425925925926,1.027196407232896,0.6477777777777778
20,0.7471135380080935,0.7667592592592593,1.0027434879052364,0.65
