epoch,train_loss,train_acc,val_loss,val_acc
1,2.7874282872975016,0.40935185185185186,2.2978511992520216,0.4603703703703704
2,2.028803914128906,0.4970833333333333,1.8465730484994207,0.5044444444444445
3,1.7072584079705138,0.5140740740740741,1.6223298462530944,0.5140740740740741
4,1.5419834675766584,0.5264351851851852,1.5090757461112692,0.5081481481481481
5,1.4609698806171696,0.5258796296296296,1.4453866109838827,0.5259259259259259
6,1.40987662272874,0.5335185185185185,1.4060301803711766,0.5103703703703704
7,1.3871013721015322,0.532962962962963,1.380068041123628,0.5296296296296297
8,1.3668496209500482,0.5376388888888889,1.3723076865132424,0.544074074074074
9,1.3588204488855016,0.5340277777777778,1.3685188340194931,0.547037037037037
10,1.3404462690034684,0.549537037037037,1.3546580062704188,0.5233333333333333
11,1.3341189362338204,0.5509722222222222,1.3442865987973769,0.5277777777777778
12,1.3291141595173885,0.5523611111111111,1.3447179779633291,0.5292592592592592
13,1.3264457070049576,0.5506018518518518,1.3464140657846977,0.5388888888888889
14,1.3229905955030994,0.5536111111111112,1.341990281671527,0.5233333333333333
15,1.3204858656173046,0.5527314814814814,1.3334903696038232,0.5359259259259259
16,1.3200543666195708,0.5534259259259259,1.3341818433416919,0.5433333333333333
17,1.3167120684086,0.5556018518518518,1.3339378030533335,0.5566666666666666
18,1.3152634515342654,0.5543055555555556,1.338039372963684,0.5503703703703704
19,1.312571083734844,0.5574074074074075,1.3239611108169638,0.5462962962962963
20,1.3067839143717068,0.56,1.3215242644316496,0.5477777777777778
