epoch,train_loss,train_acc,val_loss,val_acc
1,1.724563219559784,0.4327314814814815,1.5553824116506452,0.5174074074074074
2,1.4143972281687438,0.5606944444444445,1.3884852800283451,0.56
3,1.2749165127354951,0.6096759259259259,1.2898427481361734,0.5948148148148148
4,1.1895568155429417,0.6387962962962963,1.2472783078529457,0.6055555555555555
5,1.1257708552186485,0.6559259259259259,1.2032743935079293,0.6162962962962963
6,1.069871531346834,0.6799537037037037,1.1665585371506393,0.6192592592592593
7,1.0251250599308561,0.6902314814814815,1.1423929262087185,0.6311111111111111
8,0.9847366988087319,0.7029166666666666,1.105464394896536,0.654074074074074
9,0.9420538677090174,0.720462962962963,1.143519224580948,0.6459259259259259
10,0.8803735688993196,0.7425462962962963,1.0566309342698839,0.6533333333333333
11,0.8473555763706377,0.752824074074074,1.0311348026613216,0.662962962962963
12,0.8332287213700159,0.7577777777777778,1.0270324936084434,0.6607407407407407
13,0.8162684918219928,0.7619444444444444,1.0271926055252019,0.6625925925925926
14,0.8020545427432444,0.7681018518518519,1.0143941417821833,0.6618518518518518
15,0.7865636420019456,0.7740277777777778,1.007939727990653,0.6688888888888889
16,0.7713839555647886,0.7767592592592593,1.0326646219420696,0.6596296296296297
17,0.7604483983490254,0.7818055555555555,1.0201576786587745,0.6622222222222223
18,0.7515341204690159,0.7835648148148148,1.0188438763629952,0.6637037037037037
19,0.7445341070762211,0.7830555555555555,1.0100418799445485,0.6637037037037037
20,0.7000751127501343,0.8038425925925926,0.9794993453845987,0.6748148148148149
21,0.6888880772894577,0.807962962962963,0.9884583680291501,0.6737037037037037
22,0.6852148922304189,0.8080555555555555,0.9626161083563997,0.6788888888888889
23,0.6776626493334751,0.8101851851851852,0.9676122032276104,0.677037037037037
24,0.6737357968451191,0.8103703703703704,0.9591687939875723,0.6866666666666666
25,0.6658260451144196,0.8140740740740741,0.9666091682009317,0.6751851851851852
26,0.6601163740388085,0.8185648148148148,0.9555446519551632,0.6844444444444444
27,0.6548096524581988,0.8194444444444444,0.9605467363050573,0.6807407407407408
28,0.6461051884731481,0.8213888888888888,0.9559203930364675,0.6781481481481482
29,0.6410597749762303,0.8228240740740741,0.9727004642856821,0.6744444444444444
30,0.6246986891565001,0.8305092592592592,0.9434127843944584,0.687037037037037
31,0.6207908153057404,0.8315277777777778,0.9406249103426837,0.6851851851851852
32,0.6197737690714936,0.8316666666666667,0.944735635138803,0.6866666666666666
33,0.6158277785292684,0.8325,0.9525365385672555,0.6807407407407408
34,0.6128470646263299,0.8330092592592593,0.9509513695108497,0.6807407407407408
35,0.6095437148980607,0.8336574074074075,0.9420480632869744,0.6803703703703704
36,0.605757482637964,0.8354166666666667,0.9390948386223248,0.6833333333333333
37,0.6042816510239323,0.8372685185185185,0.9405541154990152,0.6807407407407408
38,0.6012646952896816,0.837037037037037,0.9392187197113532,0.682962962962963
39,0.5978358484713171,0.8385185185185186,0.9353396990706779,0.6874074074074074
40,0.5903017319777395,0.84375,0.9340141523087782,0.6855555555555556
41,0.5881988264789314,0.840925925925926,0.932320436553157,0.6851851851851852
42,0.5868890420816552,0.8435648148148148,0.9333670096164632,0.6862962962962963
43,0.5853114016583526,0.8429166666666666,0.9377403525485901,0.682962962962963
44,0.583361793536023,0.8447222222222223,0.9335205719521986,0.6892592592592592
45,0.5819369333973677,0.8435185185185186,0.9332296241707778,0.682962962962963
46,0.5806283007351102,0.8450462962962964,0.931349369454326,0.6848148148148148
47,0.5792862804455909,0.8462962962962963,0.9339672770773678,0.6851851851851852
48,0.5783829111909312,0.846574074074074,0.9367808599921134,0.6866666666666666
49,0.576717998759263,0.8451851851851852,0.9278841500701812,0.6903703703703704
50,0.5722983025740451,0.8480092592592593,0.928222033872748,0.6881481481481482
