epoch,train_loss,train_acc,val_loss,val_acc
1,1.674075599459445,0.3924074074074074,1.4719260372429792,0.49074074074074076
2,1.3428074361930424,0.530787037037037,1.3114797433213823,0.5244444444444445
3,1.1937702347834145,0.5851851851851851,1.2005477183298217,0.5718518518518518
4,1.1072848174730237,0.6146296296296296,1.1621937109247846,0.5914814814814815
5,1.037550082544725,0.6409259259259259,1.1709229525210836,0.57
6,0.9809640271836045,0.6673611111111111,1.1007514365116677,0.6055555555555555
7,0.9402102990757565,0.6794907407407408,1.0779220959194962,0.6174074074074074
8,0.9033546032983916,0.69375,1.066437203383674,0.6225925925925926
9,0.8657123389255361,0.705925925925926,1.138049201501766,0.6111111111111112
10,0.7876679945902102,0.7396296296296296,1.0255970771301175,0.6392592592592593
11,0.7516959600381377,0.7491203703703704,0.9982276826203322,0.6451851851851852
12,0.7344155507296043,0.7548611111111111,1.0067113231003302,0.6455555555555555
13,0.7179677762898767,0.7621296296296296,1.003013484424869,0.6466666666666666
14,0.7003369696754596,0.7715277777777778,0.9899945395975923,0.6481481481481481
15,0.6814448985102429,0.7773611111111111,0.9908531482366659,0.6518518518518519
16,0.6641968978355194,0.7827314814814815,1.0011960770029933,0.6507407407407407
17,0.6557256742328171,0.7851388888888889,1.0031454413636547,0.6470370370370371
18,0.6375466290701226,0.7955092592592593,1.0340133652171986,0.6403703703703704
19,0.6292952415894886,0.7916666666666666,1.0075437330270578,0.65
20,0.5797851984020703,0.815462962962963,0.9955295498827602,0.6533333333333333
