epoch,train_loss,train_acc,val_loss,val_acc
1,2.2661332251542796,0.3835648148148148,1.9224099475562686,0.4588888888888889
2,1.7580916530730768,0.48768518518518517,1.6589356726433029,0.5092592592592593
3,1.566361124523827,0.5126851851851851,1.5208612799910075,0.5170370370370371
4,1.4682225928645936,0.5244907407407408,1.4534856098765125,0.5174074074074074
5,1.421580293527999,0.5262037037037037,1.41678794050169,0.5255555555555556
6,1.3878046395106083,0.5332407407407408,1.3894974005982657,0.5140740740740741
7,1.3740252193811657,0.5335648148148148,1.3684241086289433,0.5270370370370371
8,1.358835626817094,0.5384722222222222,1.3647539487879727,0.5448148148148149
9,1.3532147812320587,0.5360185185185186,1.3595244464978191,0.5448148148148149
10,1.3357333065891912,0.5508796296296297,1.3500218127309374,0.5196296296296297
11,1.3297472725004709,0.5524537037037037,1.3394078029895673,0.5255555555555556
12,1.3253437278161766,0.5518055555555555,1.3392901430195936,0.5370370370370371
13,1.3224312115074253,0.5516203703703704,1.3431532165863047,0.5414814814814815
14,1.3192804173496577,0.5552314814814815,1.3384927637531652,0.5248148148148148
15,1.3166975230011366,0.5543518518518519,1.3291470781213455,0.5377777777777778
16,1.3163696325129979,0.5538425925925926,1.3301643268174186,0.5444444444444444
17,1.3131801856297842,0.557962962962963,1.3296810249565505,0.5603703703703704
18,1.3120279660321454,0.55625,1.3337942736736523,0.5577777777777778
19,1.3090914892615977,0.5577314814814814,1.320619719016968,0.5503703703703704
20,1.3035734872956017,0.5613425925925926,1.3175821420451113,0.5496296296296296
